newid,lact_num,calv_date,alp_date,avg_milk,avg_thi3,avg_csi3,avg_thi30,avg_csi30,avg_precspring
339055,2,2009-11-16,2010-06-15,16.17,64.71,1015.23,61.97,1023.62,153.86
393336,1,2014-01-27,2014-06-16,18.97,60.05,976.62,59.53,994.88,104.52
369157,1,2008-01-29,2008-06-21,19.31,45.53,1108.25,42.08,1176.83,125.08
57263,3,2003-01-18,2003-06-16,22.54,52.72,1071.93,52.73,1087.45,94.30
177306,1,2003-11-14,2004-07-02,11.43,66.24,944.37,62.81,992.97,65.41
359482,1,2009-12-03,2010-06-15,13.23,62.60,987.07,62.50,990.05,184.17
363816,2,2011-09-26,2012-06-14,9.67,59.17,1083.27,63.76,1006.04,210.42
289372,5,2010-02-28,2010-07-02,22.33,55.98,1052.96,51.66,1079.58,163.68
314573,1,2010-01-12,2010-06-12,15.96,49.01,1063.94,51.73,1066.43,123.29
321577,3,2011-09-16,2012-06-08,18.60,60.97,1122.51,60.67,1057.10,173.06
143863,1,2004-01-12,2004-06-18,17.76,55.87,1019.14,51.70,1073.12,119.85
126271,1,2004-09-20,2005-06-26,13.83,62.60,995.54,59.71,1047.76,144.40
58257,7,2005-02-16,2005-06-24,20.53,58.34,994.01,55.16,1024.00,88.81
277416,2,2005-09-29,2006-06-22,11.30,64.92,999.46,63.21,999.64,157.89
140609,8,2003-02-24,2003-06-21,17.18,48.33,1117.50,45.70,1151.23,58.48
20579,2,2000-11-27,2001-06-26,8.30,59.64,1084.34,64.70,955.67,193.33
251846,2,2010-02-13,2010-06-12,16.69,51.51,1068.18,51.64,1076.62,133.97
322605,1,2011-09-22,2012-06-26,6.90,56.57,1037.26,60.09,1027.79,114.43
196112,4,2008-01-08,2008-06-09,20.46,55.63,1055.92,55.95,1061.83,105.43
222253,2,2006-09-22,2007-06-14,12.23,66.95,1013.17,60.02,1074.66,174.98
359432,1,2010-09-18,2011-06-09,13.00,61.73,992.28,61.44,1013.65,133.61
251651,1,2007-12-12,2008-06-17,14.43,55.66,1028.41,61.39,1016.97,132.50
278872,2,2008-11-11,2009-06-15,12.77,64.37,1008.88,60.58,1027.49,145.48
148551,1,2001-09-21,2002-06-05,12.10,63.30,1027.58,61.83,1026.78,173.96
338766,1,2011-01-12,2011-05-21,16.46,60.52,964.55,56.20,1022.93,121.84
378843,2,2014-11-01,2015-06-17,17.50,62.20,943.12,64.55,945.86,154.84
399836,2,2010-09-27,2011-05-31,12.90,60.78,1073.42,57.98,1056.74,146.22
345329,2,2004-01-14,2004-07-03,16.05,48.98,1177.14,47.78,1137.95,136.52
417815,1,2015-01-14,2015-06-27,13.76,61.81,1006.35,60.73,1007.13,97.09
90684,1,2003-02-22,2003-06-11,12.86,48.81,1139.00,52.28,1082.94,108.33
237753,5,2012-10-26,2013-06-30,14.57,58.90,1038.50,63.89,961.32,204.86
409206,1,2014-10-29,2015-06-19,13.60,61.97,1012.83,62.24,998.67,157.43
243159,6,2013-10-19,2014-06-12,12.87,65.90,958.90,61.03,1034.95,258.53
269614,6,2013-11-21,2014-06-09,20.27,61.63,1057.91,59.90,1040.58,187.93
393839,4,2014-02-05,2014-06-09,19.79,58.08,998.45,59.38,996.96,146.24
52193,2,2002-11-06,2003-05-25,15.90,65.71,914.66,65.31,978.92,145.30
342959,1,2012-02-24,2012-06-28,13.75,48.76,1089.74,49.40,1095.48,94.25
185162,2,2007-10-23,2008-06-03,11.77,63.00,1054.40,59.59,1043.99,123.52
177199,1,2006-02-18,2006-07-11,14.18,47.31,1125.19,49.56,1111.13,115.03
78012,2,2000-10-21,2001-06-14,10.73,61.51,1022.77,65.02,995.58,154.65
311299,2,2010-12-17,2011-06-21,8.27,54.88,1093.43,56.77,1079.86,124.87
12558,5,2000-10-23,2001-06-16,12.63,57.46,1005.85,60.21,978.32,149.21
53409,2,2000-12-20,2001-06-20,13.03,57.31,1056.77,60.78,1027.77,135.34
143695,1,2004-12-17,2005-06-27,15.17,70.62,861.62,61.59,1015.63,175.15
34668,2,2002-09-25,2003-06-25,10.80,75.98,850.75,70.29,901.30,78.30
143093,2,2006-01-14,2006-05-24,18.23,53.44,1090.17,54.65,1058.06,138.98
208055,2,2009-01-13,2009-06-19,24.17,53.33,1073.27,52.53,1075.38,148.77
86092,5,2006-09-04,2007-06-27,15.73,57.54,1084.93,62.20,1037.42,126.61
111111,1,2002-11-25,2003-06-08,11.73,63.75,1066.13,64.18,990.41,154.61
369120,1,2006-11-19,2007-06-04,12.93,55.37,1085.72,60.81,1078.49,220.67
42686,8,2008-11-15,2009-06-18,11.70,64.01,1018.17,60.75,1020.49,163.97
314548,1,2009-11-26,2010-06-21,20.80,44.65,1189.88,57.50,1084.10,192.82
312544,2,2010-01-21,2010-07-13,18.41,54.77,1065.05,50.03,1106.78,123.95
46265,6,2001-10-29,2002-05-29,17.07,60.27,1047.70,63.61,1027.91,147.41
334250,2,2009-10-21,2010-06-02,17.20,66.86,955.27,64.42,991.75,171.04
151129,4,2002-09-11,2003-05-31,18.87,71.19,947.08,67.50,971.80,157.00
89923,2,2003-02-10,2003-06-22,23.54,56.08,1074.89,54.27,1094.23,53.66
136528,5,2008-12-26,2009-06-28,14.97,57.00,1015.72,56.07,1054.31,125.67
360732,2,2012-11-19,2013-07-01,18.40,64.08,1013.40,65.22,962.84,221.18
205288,1,2007-02-20,2007-06-24,17.66,57.68,993.69,50.44,1088.59,117.69
375100,2,2013-09-21,2014-05-30,14.97,57.26,1071.09,60.43,1047.40,230.91
2604,4,2000-09-17,2001-06-08,9.63,63.32,963.94,64.07,967.04,167.36
210205,5,2010-10-23,2011-05-31,19.97,65.62,982.60,62.75,994.00,97.11
259288,1,2009-01-20,2009-07-10,15.03,49.69,1112.28,49.91,1082.41,120.80
334167,3,2010-11-16,2011-05-19,23.17,63.80,944.75,61.23,1001.81,154.88
200627,1,2001-11-25,2002-06-11,12.17,45.24,1196.97,49.06,1123.95,177.07
247365,4,2004-01-10,2004-07-04,19.07,46.24,1159.42,46.88,1146.89,50.63
398693,3,2010-12-28,2011-05-26,22.13,64.57,1015.79,58.72,1052.90,176.85
255878,1,2007-10-04,2008-06-23,7.37,72.82,887.19,67.99,980.18,239.33
71527,7,2006-01-10,2006-06-01,24.64,55.63,1069.76,54.08,1075.76,110.87
390610,1,2012-11-10,2013-06-30,6.07,56.90,1037.97,60.75,1004.18,112.15
371366,2,2007-09-27,2008-07-05,12.03,61.43,1042.84,58.33,1053.70,153.02
49587,3,2000-11-05,2001-06-10,13.73,64.02,991.47,66.63,962.58,148.96
366498,1,2013-01-15,2013-06-14,13.73,52.04,1066.12,51.76,1094.86,146.00
130401,4,2005-10-22,2006-07-06,19.43,61.83,1060.63,61.65,1007.97,144.85
8092,3,2001-11-20,2002-06-26,13.57,62.10,1023.48,59.16,1052.03,166.73
245908,1,2008-10-15,2009-06-06,11.00,62.44,992.16,60.93,1043.38,117.26
113979,6,2002-11-16,2003-06-29,13.90,61.03,967.00,62.71,1005.74,134.68
124259,1,2002-09-12,2003-06-19,5.50,65.95,975.26,67.17,946.08,125.32
191917,10,2007-12-21,2008-07-02,16.73,58.72,1081.84,56.11,1092.61,129.07
116226,1,2002-12-24,2003-06-27,10.67,57.49,1057.07,63.20,1005.00,121.29
214781,4,2011-01-01,2011-05-27,28.66,57.23,1052.70,56.81,1042.83,90.10
367313,3,2014-01-28,2014-06-21,23.42,58.51,977.28,56.34,1013.55,101.62
147671,2,2005-02-01,2005-06-26,21.27,53.81,1076.47,53.89,1088.17,111.73
338187,2,2007-01-07,2007-06-14,18.10,50.74,1085.56,52.70,1067.61,117.62
2000,2,2001-09-10,2002-06-07,12.40,60.08,1082.09,62.33,1001.30,169.34
365136,4,2006-12-11,2007-06-16,11.83,53.15,1121.15,54.10,1072.60,172.63
347795,4,2014-10-24,2015-07-05,15.07,61.78,1020.17,64.43,979.98,92.23
213326,1,2000-11-02,2001-06-21,10.73,69.76,890.45,66.97,958.76,164.91
26528,4,2002-01-02,2002-06-22,21.39,52.94,1079.65,52.67,1074.40,99.62
341200,1,2010-12-14,2011-06-25,13.30,69.02,866.57,69.40,904.84,127.38
127351,3,2004-09-26,2005-06-05,14.63,59.16,1036.93,62.49,989.75,152.30
365702,2,2013-01-05,2013-06-25,22.54,47.05,1113.58,46.25,1127.57,71.91
298444,2,2012-01-09,2012-06-30,18.90,51.70,1087.49,50.73,1098.63,135.35
368828,1,2013-02-22,2013-06-19,20.20,55.09,1032.37,52.33,1045.95,139.80
388896,1,2012-12-05,2013-06-25,13.30,54.36,1042.95,58.13,1034.36,129.19
226113,2,2006-11-16,2007-06-07,10.07,59.03,1020.38,50.86,1144.45,181.65
3377,6,2002-12-01,2003-06-07,16.10,68.05,951.45,64.93,976.10,125.32
370656,1,2008-09-05,2009-06-08,13.83,66.31,984.54,63.75,1007.42,116.96
95855,5,2008-09-15,2009-06-08,17.70,58.64,1067.85,61.73,1028.20,177.12
291552,2,2008-12-04,2009-05-26,16.53,61.40,1058.57,56.22,1099.00,146.17
158598,1,2004-10-22,2005-06-28,10.13,60.62,970.14,58.58,1029.98,119.79
9314,9,2009-01-10,2009-07-03,22.91,44.13,1182.92,47.53,1127.65,83.59
350433,2,2014-02-08,2014-06-11,26.75,58.40,993.03,58.01,1032.72,142.59
254013,2,2009-12-08,2010-06-03,15.13,64.33,987.78,62.75,1022.79,199.85
381283,2,2013-10-19,2014-06-12,12.33,64.74,1041.80,62.76,1020.05,185.22
115337,2,2003-12-21,2004-06-18,9.50,65.86,956.04,64.63,1014.18,151.99
239023,4,2011-11-11,2012-06-23,19.43,56.70,1068.42,58.90,1040.90,115.85
419309,2,2012-12-01,2013-06-28,16.47,60.82,940.89,62.12,986.35,202.90
23820,5,2004-02-23,2004-06-28,23.17,47.14,1143.48,48.24,1112.66,114.46
30326,5,2003-11-28,2004-07-07,17.77,62.46,1022.59,59.62,1037.87,152.34
225373,5,2011-12-22,2012-06-21,15.57,67.77,930.94,65.58,975.12,173.51
120645,2,2004-02-27,2004-06-28,24.34,54.83,1076.05,54.07,1090.58,114.57
267556,2,2010-10-22,2011-05-29,13.97,57.93,1038.60,57.73,1062.32,144.09
141822,2,2005-12-11,2006-06-07,15.60,55.09,1046.55,55.20,1086.91,58.37
172117,2,2004-12-28,2005-07-01,13.70,59.12,1085.02,60.09,1047.57,121.06
391500,3,2015-02-27,2015-06-05,22.00,52.35,1066.16,49.06,1100.33,121.72
87586,3,2000-12-24,2001-07-02,11.37,52.59,1112.84,55.63,1090.41,153.57
400526,2,2014-09-18,2015-06-21,12.03,60.65,1025.06,64.15,952.02,194.10
208909,1,2003-01-16,2003-06-06,18.60,55.06,1038.74,54.79,1057.19,124.87
67100,4,2004-12-23,2005-05-17,20.97,61.55,1009.54,60.54,1022.63,120.78
375395,1,2009-09-28,2010-06-13,14.63,67.30,1021.85,64.77,1006.37,171.59
228712,6,2012-01-03,2012-06-06,23.28,53.84,1043.68,53.14,1068.14,127.14
393253,2,2011-11-30,2012-06-23,17.17,63.40,945.08,61.89,995.84,163.32
90477,7,2001-02-13,2001-06-14,20.85,49.10,1083.96,49.95,1109.36,146.98
68287,2,2003-11-04,2004-07-01,16.43,66.13,939.55,62.95,1004.20,179.16
216189,6,2009-11-15,2010-06-15,19.77,60.06,1019.71,59.19,1037.12,173.15
364511,3,2009-10-28,2010-06-20,16.33,58.57,1014.80,61.50,1022.69,92.73
415461,1,2014-12-15,2015-06-26,13.50,61.28,1016.09,64.48,990.67,146.31
59074,1,2001-02-14,2001-06-07,15.72,58.19,1029.14,60.66,1017.36,134.37
86727,2,2002-01-12,2002-06-22,21.71,51.63,1132.05,52.10,1091.04,151.54
400660,1,2014-09-19,2015-07-05,9.00,66.43,916.72,63.90,989.29,178.21
24932,3,2002-02-10,2002-05-25,19.26,51.93,1120.52,52.06,1110.84,179.49
309117,2,2010-11-27,2011-06-14,18.10,58.61,1064.23,57.67,1063.81,124.12
132688,5,2006-02-04,2006-06-21,21.58,54.91,1060.76,53.63,1081.98,139.91
150037,2,2003-01-30,2003-06-20,18.72,58.68,1011.64,58.10,1012.58,57.67
136941,2,2003-10-07,2004-06-16,13.77,63.22,959.71,61.40,1013.59,187.54
11802,2,2001-11-22,2002-06-30,9.23,62.14,1010.00,62.43,1037.15,190.86
166448,2,2005-11-07,2006-06-22,15.33,71.05,900.77,68.05,950.88,152.09
387813,2,2014-12-15,2015-05-25,13.70,59.84,1010.68,64.48,974.57,144.88
421186,6,2012-11-16,2013-06-25,14.57,55.53,1026.37,58.32,1013.21,165.36
185053,7,2010-09-27,2011-06-04,21.20,65.90,958.54,61.22,1023.99,120.58
25364,3,2001-01-06,2001-07-01,26.93,59.41,989.84,58.03,1016.40,139.95
261810,2,2007-02-24,2007-06-14,18.30,58.23,996.88,59.12,986.65,132.36
80022,3,2001-12-10,2002-06-15,12.87,63.09,943.94,59.35,1053.19,170.83
344512,1,2009-02-10,2009-06-16,17.88,54.14,1038.36,53.80,1063.19,78.06
254263,3,2004-11-18,2005-06-07,15.93,54.45,1100.73,59.29,1045.13,146.91
367960,1,2011-10-09,2012-05-22,11.30,67.35,939.91,63.86,998.44,127.13
189828,1,2005-10-22,2006-07-03,10.87,62.70,1035.26,64.11,1015.98,106.17
420200,1,2014-02-26,2014-06-03,13.80,56.02,1081.36,57.42,1037.76,148.15
392258,1,2011-11-11,2012-06-26,15.30,58.81,988.35,61.52,995.91,158.58
389337,1,2013-12-08,2014-06-28,10.67,60.90,1020.10,60.53,1070.39,249.74
360421,4,2015-01-02,2015-06-18,17.52,53.97,1044.44,52.41,1070.98,90.33
213994,1,2005-09-24,2006-05-28,13.90,66.56,992.20,62.90,986.12,163.05
368367,2,2013-02-14,2013-06-29,18.81,54.55,1050.74,57.28,1024.28,110.47
376532,2,2014-10-05,2015-06-23,17.80,56.26,1058.70,58.37,1029.68,91.71
234632,2,2009-02-21,2009-06-10,15.24,51.33,1107.58,55.86,1019.07,115.32
314002,2,2008-01-19,2008-07-01,15.35,53.77,1075.37,51.18,1094.61,132.52
213360,1,2007-09-30,2008-06-18,16.70,55.63,1029.58,59.82,1027.89,166.22
144030,2,2006-02-19,2006-06-16,23.29,59.13,990.82,58.25,1000.51,79.04
107777,2,2005-01-29,2005-06-16,21.67,50.46,1045.98,50.66,1081.21,102.24
348687,3,2012-09-19,2013-06-17,17.20,74.40,838.52,68.59,928.39,146.50
240559,2,2008-09-22,2009-07-05,7.20,64.30,982.40,65.12,977.92,108.93
57374,1,2000-09-22,2001-06-11,12.77,59.18,1088.84,61.87,1051.90,239.91
120804,2,2002-12-02,2003-06-25,16.03,65.23,1008.55,68.82,952.52,87.27
331181,8,2014-11-29,2015-06-06,19.10,74.01,919.29,60.09,1038.15,151.56
27177,2,2001-01-28,2001-06-09,28.44,56.62,1072.04,55.45,1079.76,179.90
12196,1,2000-10-22,2001-06-08,12.53,60.89,1040.38,64.73,958.67,141.96
205136,2,2003-09-22,2004-06-19,16.90,62.25,1054.43,61.78,1007.59,172.39
270095,2,2009-09-30,2010-06-08,17.80,65.09,1030.55,61.35,1046.27,144.30
119503,4,2007-09-17,2008-06-15,11.93,56.72,1036.99,59.63,1028.64,122.49
390804,2,2012-10-19,2013-06-20,16.67,69.12,914.15,62.21,990.73,208.57
206039,4,2009-02-27,2009-06-21,18.98,50.15,1107.90,48.93,1114.77,132.34
340174,1,2010-11-05,2011-05-22,14.30,62.28,1021.47,60.75,1015.55,175.47
339593,1,2012-01-06,2012-06-26,17.16,49.30,1092.99,51.91,1106.91,180.66
110975,4,2004-10-22,2005-06-04,18.57,60.37,1049.54,63.26,1016.74,119.84
121403,1,2002-02-17,2002-06-22,16.92,57.55,1021.88,56.25,1064.70,131.45
411702,1,2014-11-13,2015-05-27,12.70,62.25,1009.38,64.54,983.10,142.43
229840,3,2005-12-06,2006-06-29,12.73,60.52,1073.11,58.23,1072.33,144.90
414200,2,2011-12-07,2012-06-22,11.80,68.47,979.38,66.07,984.79,72.76
360673,5,2013-12-18,2014-06-30,17.37,57.15,1049.69,61.82,1033.29,162.23
361444,2,2011-10-29,2012-07-07,17.33,62.62,1021.03,64.29,994.25,102.74
303322,1,2010-10-24,2011-05-22,14.90,62.24,975.70,56.21,1068.28,142.81
28604,2,2001-02-17,2001-06-09,19.20,54.26,1076.05,55.26,1073.28,185.74
348088,1,2011-02-14,2011-06-28,18.73,55.83,1039.32,54.24,1058.74,103.78
232533,1,2008-02-07,2008-06-17,14.24,40.94,1194.15,42.57,1166.65,124.57
383580,1,2013-10-29,2014-06-20,16.63,60.86,1025.92,62.76,1035.75,172.35
314823,1,2008-12-19,2009-05-16,13.57,67.03,961.06,62.63,993.45,166.59
26050,1,2001-01-14,2001-06-15,18.32,46.03,1134.41,48.89,1123.87,130.60
103538,1,2003-10-19,2004-07-05,12.87,64.54,993.05,61.81,1031.83,154.83
366932,3,2013-01-21,2013-06-28,15.74,42.83,1165.29,41.18,1175.70,157.86
387197,2,2013-11-21,2014-06-14,10.47,64.18,1082.71,64.18,1011.52,196.04
378678,2,2012-09-23,2013-06-01,13.57,55.82,1187.06,58.80,1046.61,201.59
227959,1,2007-01-05,2007-06-14,20.90,54.64,1040.07,52.93,1080.90,101.12
386391,2,2015-01-21,2015-06-18,18.14,56.13,1002.98,51.76,1073.94,115.32
211440,3,2009-12-08,2010-06-15,20.27,64.81,957.94,63.02,997.10,218.60
321273,5,2014-09-18,2015-06-16,11.17,62.33,999.41,63.39,976.90,161.46
114013,7,2007-01-14,2007-06-09,19.05,52.07,1077.28,51.71,1082.08,112.49
93761,5,2007-10-30,2008-06-13,19.57,59.94,1065.39,63.36,1007.75,124.76
60683,2,2002-02-24,2002-06-21,17.19,52.13,1084.84,52.60,1087.73,113.24
87838,2,2001-12-05,2002-07-13,15.40,60.85,1027.12,58.54,1044.46,135.07
117056,9,2011-02-07,2011-06-19,23.33,53.17,1059.60,48.53,1110.35,111.99
88668,1,2000-12-23,2001-06-23,13.60,60.81,1014.62,60.19,1055.67,186.28
262096,2,2007-11-25,2008-05-25,12.57,61.76,1011.67,56.50,1073.14,171.95
41610,2,2001-10-14,2002-06-04,8.67,62.49,1053.34,63.17,996.59,180.74
392221,1,2012-10-05,2013-06-23,11.77,58.07,1017.00,56.71,1073.80,139.12
290315,2,2004-11-08,2005-06-17,14.10,67.34,959.07,64.80,966.14,176.07
227859,1,2005-01-16,2005-06-22,18.87,53.98,1036.14,57.22,1018.35,58.63
256120,3,2007-11-18,2008-07-02,11.10,68.60,920.93,64.38,981.68,121.04
261899,2,2004-09-19,2005-06-23,10.57,66.73,1006.19,64.63,972.26,162.18
74937,3,2002-10-21,2003-06-14,13.73,64.02,1008.21,59.79,1030.48,139.96
420012,2,2015-02-18,2015-07-01,19.06,54.28,1064.95,47.99,1118.91,80.26
58318,1,2002-01-20,2002-06-25,15.52,54.26,1044.78,52.99,1075.46,116.31
374538,1,2013-09-17,2014-05-29,19.57,58.89,1053.52,61.12,1021.55,162.46
416318,5,2014-12-25,2015-05-27,18.90,62.25,1009.38,64.54,983.10,142.43
340839,1,2006-09-21,2007-06-09,13.57,66.98,980.41,61.20,1055.27,126.61
83161,5,2007-02-01,2007-06-14,18.88,50.80,1099.94,49.91,1098.19,91.79
114267,1,2001-10-16,2002-06-22,7.73,67.38,913.55,63.19,988.74,179.75
97750,6,2003-09-27,2004-05-24,15.07,57.74,1012.88,59.43,1037.23,157.92
215690,1,2005-02-24,2005-06-22,15.52,56.35,1040.06,54.05,1054.85,100.18
252300,7,2012-02-06,2012-06-09,17.11,48.12,1137.46,49.56,1105.78,102.58
142251,1,2002-10-05,2003-05-30,15.80,65.30,983.40,66.79,983.08,113.59
216469,1,2006-10-24,2007-06-14,10.97,64.07,999.34,60.91,1050.17,198.91
338806,1,2010-02-02,2010-06-13,16.08,47.80,1151.47,49.29,1103.59,139.91
154532,2,2002-10-23,2003-06-02,18.90,71.10,888.44,61.28,994.49,131.40
276348,1,2009-10-25,2010-06-10,13.07,68.29,965.41,59.03,1043.63,200.83
343037,2,2012-02-26,2012-06-29,16.50,56.80,1030.68,56.24,1023.00,113.28
71700,2,2001-10-09,2002-06-11,11.27,59.38,1051.46,62.61,1003.46,210.85
415758,3,2014-01-02,2014-06-19,19.76,51.84,1076.59,51.67,1075.91,98.66
236136,4,2007-02-04,2007-05-28,24.41,53.98,1069.36,55.76,1062.57,130.84
184994,5,2010-01-08,2010-07-03,23.95,43.69,1153.54,41.44,1176.03,79.53
2174,7,2007-01-12,2007-06-16,18.80,49.98,1111.57,52.48,1081.25,99.24
71517,4,2006-01-13,2006-07-03,20.51,51.50,1091.65,51.16,1083.22,62.44
24847,6,2001-01-01,2001-06-26,21.63,54.04,1066.02,50.93,1103.26,111.35
299262,2,2011-12-29,2012-05-31,21.10,64.42,930.14,62.61,981.05,156.54
404265,2,2010-09-29,2011-06-16,17.83,69.39,982.88,65.46,977.60,116.40
401423,1,2014-09-23,2015-06-26,15.90,63.79,941.68,64.38,961.33,168.58
287050,3,2008-12-10,2009-06-30,16.73,53.36,1053.61,52.55,1065.32,99.49
122157,1,2002-10-08,2003-06-11,14.80,71.67,858.10,61.02,1006.13,85.89
204175,2,2007-02-01,2007-06-29,21.58,60.34,968.25,57.13,1019.77,134.12
397122,1,2012-09-06,2013-06-20,14.33,67.91,909.69,59.00,1033.31,200.12
242335,1,2008-09-30,2009-06-08,16.10,67.61,951.32,65.17,981.70,116.73
8288,1,2000-10-10,2001-06-06,13.00,67.55,966.37,66.10,950.07,186.66
362972,6,2012-12-07,2013-06-21,18.47,67.55,1002.20,62.70,1005.21,171.67
259296,1,2009-01-20,2009-06-15,18.86,47.88,1089.79,45.36,1143.66,146.33
256290,4,2012-11-30,2013-06-08,15.40,68.30,958.01,65.19,994.99,210.07
174422,2,2006-01-10,2006-06-29,23.18,46.75,1161.34,49.46,1124.49,114.99
20156,2,2000-11-24,2001-07-02,8.17,52.59,1112.84,55.63,1090.41,153.57
417813,1,2015-01-14,2015-06-21,14.67,59.59,982.58,58.67,1009.49,98.65
205771,2,2008-10-27,2009-06-09,16.87,65.14,997.99,63.52,992.63,136.94
360417,6,2015-01-09,2015-06-23,22.86,52.27,1068.54,53.06,1072.78,106.64
388701,1,2012-12-18,2013-06-17,12.93,66.13,955.08,59.83,1016.13,192.15
10261,5,2003-09-29,2004-06-20,16.83,62.82,1029.49,61.02,1047.76,128.90
194654,1,2006-11-07,2007-05-18,13.77,60.08,1139.44,60.90,1054.07,161.20
384196,2,2013-11-02,2014-06-17,14.40,62.25,1053.52,62.47,1029.42,157.76
391937,1,2014-01-07,2014-06-14,17.78,54.76,1056.61,54.98,1040.51,125.72
72514,2,2003-10-10,2004-06-07,15.27,64.25,982.47,62.55,978.37,168.20
90498,4,2006-09-14,2007-05-22,15.50,63.93,981.51,61.94,1044.40,182.27
331583,2,2012-11-16,2013-06-16,12.77,63.59,936.73,59.54,1029.68,106.86
35437,6,2001-09-20,2002-05-26,14.20,57.16,1034.22,60.55,1022.49,172.50
255360,3,2010-11-14,2011-06-01,16.60,61.60,1032.47,60.64,1045.50,174.00
299259,2,2010-10-07,2011-06-08,11.90,67.76,951.46,64.97,981.81,132.58
69732,3,2005-02-04,2005-06-24,27.68,57.15,1021.08,52.36,1060.84,134.52
334867,2,2010-12-20,2011-05-24,15.40,67.27,896.22,59.27,1027.13,172.91
3096,2,2000-09-20,2001-06-24,11.70,62.38,960.73,60.45,1027.76,176.47
230042,2,2008-01-07,2008-06-12,19.84,49.96,1115.25,50.90,1107.80,164.12
331393,6,2014-02-03,2014-07-01,18.42,57.05,1009.59,54.44,1047.46,98.55
87789,1,2003-01-13,2003-06-27,18.13,55.99,1068.72,52.63,1078.63,65.99
54580,6,2001-12-12,2002-06-29,7.73,59.27,1051.72,61.06,1012.04,126.43
278842,9,2011-01-06,2011-06-15,24.66,58.65,1016.28,57.24,1031.70,92.64
253843,3,2004-11-09,2005-06-28,7.43,72.52,883.61,61.83,1029.29,92.28
207996,2,2003-11-30,2004-06-03,16.20,52.05,1271.88,56.12,1088.84,179.14
114999,4,2005-12-05,2006-06-23,15.73,64.56,990.62,62.93,1018.02,134.04
391300,2,2013-01-17,2013-07-01,23.26,50.56,1057.06,49.85,1084.40,79.89
395015,1,2006-01-27,2006-07-07,17.88,54.77,1089.66,56.04,1073.02,163.30
376625,2,2014-10-25,2015-06-18,14.87,64.32,921.59,64.96,930.50,170.36
394085,1,2014-02-09,2014-06-23,19.29,55.80,1019.98,55.81,1030.01,75.93
11353,2,2001-11-29,2002-06-22,11.60,63.81,981.09,58.76,1056.85,102.35
187013,6,2011-02-17,2011-06-03,21.81,61.28,983.12,60.06,979.78,95.11
216209,3,2009-11-06,2010-05-25,14.00,66.08,924.70,60.08,1020.85,175.17
330376,2,2011-10-27,2012-06-16,21.60,68.69,906.69,63.05,1000.50,150.72
60883,4,2002-02-27,2002-06-08,13.81,53.97,1092.18,53.49,1058.96,94.73
100326,4,2006-12-04,2007-06-21,11.03,60.92,1035.59,60.13,1041.89,97.93
331566,1,2009-10-16,2010-06-04,12.07,57.33,1019.61,55.36,1090.66,173.15
360680,6,2009-12-23,2010-07-13,18.07,57.23,1083.48,56.30,1089.37,166.08
150822,1,2002-01-14,2002-06-21,17.37,58.32,1036.86,59.05,1029.60,135.06
281384,2,2009-11-24,2010-06-16,13.50,61.97,964.87,62.46,988.92,99.31
67082,4,2004-12-18,2005-06-04,17.70,60.37,1049.54,63.26,1016.74,119.84
364522,3,2011-12-28,2012-06-18,13.77,63.31,1036.56,63.48,1009.95,129.91
314939,1,2007-11-02,2008-07-08,10.87,55.08,1148.50,61.80,1039.67,193.67
115657,2,2002-10-12,2003-06-07,15.77,72.28,918.17,67.84,952.65,117.18
339644,2,2012-01-07,2012-06-29,14.16,52.36,1059.72,50.90,1103.09,104.39
416324,3,2014-12-25,2015-06-19,18.17,66.95,964.84,65.03,968.97,184.25
153541,2,2006-09-21,2007-06-09,13.27,60.39,1008.62,59.40,1065.05,173.02
335312,2,2009-09-28,2010-05-28,17.43,62.29,1017.33,56.90,1076.11,215.51
289000,2,2004-09-25,2005-07-03,14.07,65.96,960.04,67.87,959.68,50.98
177754,3,2004-10-07,2005-07-02,23.30,52.46,1092.34,56.20,1034.92,74.13
90124,2,2003-02-13,2003-07-02,18.88,51.96,1074.62,53.02,1084.92,135.37
142554,1,2004-12-07,2005-05-30,18.23,66.20,1018.91,63.63,1012.35,70.96
151048,7,2009-10-22,2010-07-04,15.87,60.15,980.88,61.53,987.55,103.19
208408,2,2005-02-18,2005-07-01,19.96,45.97,1169.27,44.50,1143.55,66.49
218703,1,2000-09-23,2001-06-19,13.63,55.47,1129.82,58.60,1042.72,188.77
172906,1,2005-12-23,2006-06-07,11.40,62.08,955.91,64.60,982.13,163.05
26030,1,2001-01-14,2001-06-17,13.62,47.77,1175.59,48.56,1157.29,191.41
125035,4,2005-09-30,2006-05-24,17.77,61.34,1032.98,63.99,972.09,146.59
176901,7,2013-09-30,2014-06-11,17.57,64.45,980.54,59.55,1065.76,198.43
146982,7,2007-10-07,2008-06-17,18.33,52.67,1080.26,57.05,1078.13,122.77
231908,2,2005-09-24,2006-06-12,20.80,63.01,977.99,51.67,1153.40,144.90
149328,2,2004-02-17,2004-06-20,19.00,54.43,1075.40,54.52,1071.87,117.41
311070,2,2010-02-03,2010-07-02,18.16,51.91,1084.72,47.96,1119.79,127.29
110849,8,2008-02-06,2008-06-28,16.62,47.48,1093.90,43.74,1148.78,99.52
